English,German
a middle-aged man is reading the newspaper and drinking starbucks coffee in the park,ein mann mittleren alters im park liest zeitung und trinkt einen kaffee von starbucks
a black lab jumps off a dock into a pond,ein schwarzer labrador springt von einem steg in einen teich
a young toddler smiling at the camera while standing in the garden,ein kleinkind steht im garten und lächelt in die kamera
three smiling children swing in a tire swing at a playground,drei lächelnde kinder schaukeln auf einer reifenschaukel auf einem spielplatz
many bicyclists racing along a dirt road,viele fahrradfahrer die auf einer unbefestigten straßen ein rennen fahren
two firefighters spray water from a black hose,zwei feuerwehrmänner spritzen wasser aus einem schwarzen schlauch
a blond-haired woman in an off-white coat is shooing birds off a table,eine blonde frau in einem schmutzig weißen mantel scheucht vögel von einem tisch
a woman in a back and white dress walking away,eine frau in einem schwarz-weißen kleid geht davon
a man with a backpack is walking down a pier next to the water,ein mann mit rucksack geht ein pier am wasser entlang
a woman is dressed up trying to sell her wares as a young woman looks on,eine verkleidete frau versucht ihre waren zu verkaufen als eine junge frau stehen bleibt
a boy and a girl with a stuffed pink bear walk along the sidewalk,ein junge und ein mädchen mit einem rosafarbenen teddybär gehen auf dem bürgersteig entlang
a couple sits on a shaded bench with a view of trees and a large building,ein paar sitzt auf einer bank im schatten mit blick auf bäume und ein großes gebäude
a young hispanic-looking boy sitting backwards on a donkey,ein hispanisch aussehender kleiner junge sitzt rückwärts auf einem esel
man is a pink shirt is standing on the sidewalk,ein mann in einem rosa hemd steht auf dem gehweg
a woman with brown hair is putting red polish on her toenail,eine braunhaarige frau lackiert ihren zehennagel rot
a group of people working at a conference table in an office,eine gruppe arbeitet in einem büro an einem konferenztisch
playing tee ball is such fun for this little boy,ein kleiner junge hat riesigen spaß beim tee-ball
a horse and jockey in the middle of a horse race,ein pferd und sein jockey befinden sich mitten in einem pferderennen
four police officers standing on a street with a clown walking in front of them,vier polizeibeamte stehen auf einer straße und vor ihnen geht ein clown
a large black dog is digging in the deep snow,ein großer schwarzer hund buddelt im tiefschnee
a knight on horseback and another man reenact a medieval scene for a group of spectators,ein ritter auf einem pferd und ein anderer mann spielen für eine gruppe von zuschauern eine mittelalterliche szene nach
a group of colorful kayaks paddling through the water,farbenfrohe kayaks gleiten über das wasser
two puppies are playing in the green grass,zwei welpen spielen im grünen gras
two children smile as they prepare to make their big splash,zwei kinder lachen während sie sich auf ihren sprung ins wasser vorbereiten
a videographer and female companion stand by a waterway,ein videomacher und seine weibliche begleitperson stehen an einem wasserweg
two little girls walk down a big desert,zwei kleine mädchen laufen in einer wüste
a group of army men and women hold guns and run down the street,eine gruppe von soldaten und soldatinnen läuft mit gewehren die straße hinunter
a man wearing gray plays pool in a bar,ein grau gekleideter mann spielt in einer bar poolbillard
a blindfolded man aims for a pinata while people watch from the deck behind him,ein mann mit verbundenen augen zielt auf eine pinata während leute hinter ihm vom deck aus zusehen
two people are dressed in leotards performing,zwei menschen in turnanzügen beim auftritt
a man in a white shirt is sitting and listening to music,ein sitzender mann im weißen hemd hört musik
dark-skinned native men play chess while seated on the ground,ureinwohner mit dunkler haut sitzen auf der erde und spielen schach
a boy is sitting at a table writing in his notebook,ein junge sitzt an einem tisch und schreibt in sein notizbuch
a woman and a little girl are playing with a ball in the pool underneath some water chutes,eine frau und ein kleines mädchen spielen unter wasserrutschen mit einem ball im pool
a hiker in snowshoes out for a walk in the snow pauses to look at the camera,ein wanderer mit schneeschuhen unterwegs auf einer schneewanderung macht eine pause um in die kamera zu sehen
two men are sitting on a white couch in a white room using separate laptops,zwei männer sitzen jeder mit seinem laptop auf einem weißen sofa in einem weißen raum
a small blond girl is holding a sandwich,ein kleines blondes mädchen hält ein sandwich
a man holding a bottle is standing over a grill,ein mann mit einer flasche in der hand steht über einem grill
the woman is attempting to surf in front of two photographers taking pictures,eine frau versucht vor zwei fotografen zu surfen
a spoof drag queen dances on a bands stage,eine parodie-dragqueen tanzt auf einer musikbühne
three children are practicing karate,drei kinder trainieren karate
two children are enjoying baked goods while sitting in chairs next to one another,zwei kinder genießen backwaren und sitzen dabei nebeneinander auf stühlen
four children are playing on their front porch while their father looks on,vier kinder spielen auf der veranda vor ihrem haus während ihr vater zusieht
a father with 3 children look at a painting of a wooded mountain scene,ein vater mit drei kindern betrachtet ein gemälde von einer bewaldeten bergszene
a man on a bike leading another bicycle along a city alley,ein mann auf einem fahrrad führt ein anderes fahrrad durch eine stadtgasse
a swimmer doing the breaststroke in a pool,ein schwimmer macht brustschwimmen in einem pool
a father with his son on his shoulders walking through a park,ein vater mit seinem sohn auf den schultern geht durch einen park
a white and tan dog runs through the tall green grass,ein weiß-hellbrauner hund rennt durch das hohe grüne gras
man in a white shirt talks on the phone while others in the background walk past,mann in weißem hemd telefoniert während im hintergrund andere menschen vorbeigehen
the woman is jumping a long distance while people watch,die frau springt eine weite distanz während die leute zugucken
the black team is about to lose the championship against the blue team,die schwarze mannschaft ist dabei die meisterschaft an die blaue mannschaft zu verlieren
a boy and a woman are on top of large rocks at sunset,ein junge und eine frau befinden sich bei sonnenuntergang auf großen felsen
a person wearing a long-sleeved white shirt is weaving with yellow thread,ein person mit einem langärmeligen weißen hemd webt etwas mit einem gelben faden
a woman in a turquoise and brown plaid jacket standing on a street,eine frau in einer türkis und braun karierten jacke steht auf der straße
a man and a woman in a shawl sit down in front of a body of water,ein mann und eine frau mit einem umhängetuch sitzen vor einem gewässer
one person is tumbling on the ground next to another person with his shoes off,eine person rollt sich auf dem boden neben einer anderen person die keine schuhe anhat
a man dressed in black rides a green bike,ein mann in schwarzer kleidung fährt auf einem grünen fahrrad
five people are sitting together in the snow,fünf personen sitzen zusammen im schnee
a man with a beard in a captain suit with a bike next time him,ein mann mit bart in kapitänsanzug und daneben ein fahrrad
a group of people outside a church at a wedding,eine personengruppe vor einer kirche bei einer hochzeit
two people sitting in the dark near a blazing fire,zwei menschen sitzen im dunkeln neben einem brennenden feuer
cars and motorcyclists drive down a street lined with aged buildings,autos und motorradfahrer fahren eine straße an der alte gebäuden aufgereiht sind herunter
a young girl stands on the sand by a shore,ein junges mädchen steht am sandstrand
a live theater show with five actors on stage doing a choreographed routine,eine routinierte theatervorstellung mit fünf schauspielern auf der bühne
a man wearing a yellow and black jumper is doing acrobatics,ein mann in einem gelb-schwarzen pullover beim turnen
